City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,chuzhou,32.3219,118.2978,28.88,72,17,1.8,CN,1691799841
295,lyangasovo,58.5176,49.4472,16.68,85,0,1.12,RU,1691799841
296,lerwick,60.1545,-1.1494,12.0,93,14,3.06,GB,1691799841
297,sakaraha,-22.9,44.5333,10.94,73,0,0.65,MG,1691799841
298,argentan,48.75,-0.0167,18.26,98,99,4.05,FR,1691799842
299,kota tinggi,1.7381,103.8999,28.02,71,6,0.96,MY,1691799842
300,agat village,13.3886,144.6585,29.06,89,0,3.6,GU,1691799842
301,xinghua,32.9392,119.8342,28.38,78,53,3.05,CN,1691799843
302,aripuana,-9.1667,-60.6333,25.85,63,83,1.1,BR,1691799843
303,phongsali,21.6833,102.1058,17.23,99,99,0.49,LA,1691799843
304,lompoc,34.6391,-120.4579,28.72,79,40,4.12,US,1691799843
305,port saint john's,-31.6229,29.5448,18.26,57,0,3.43,ZA,1691799843
306,kalmunai,7.4167,81.8167,25.69,82,68,1.45,LK,1691799843
307,tolanaro,-25.0319,46.9987,13.04,94,20,0.0,MG,1691799844
308,lashkar gah,31.5938,64.3716,28.91,14,0,1.44,AF,1691799844
309,north shore,-36.8,174.75,13.55,72,100,2.68,NZ,1691799844
310,ovalle,-30.5983,-71.2003,17.53,45,38,0.66,CL,1691799844
311,baiyin,36.5583,104.2081,19.08,63,0,1.61,CN,1691799844
312,tinghir,31.5157,-5.5343,28.1,26,56,2.99,MA,1691799845
313,lewiston orchards,46.3804,-116.9754,33.06,23,0,6.69,US,1691799846
314,rampura,30.25,75.2333,28.96,68,23,2.03,IN,1691799846
315,fang,19.9169,99.2145,22.17,94,100,0.79,TH,1691799846
316,lazaro cardenas,17.9583,-102.2,30.4,70,56,5.07,MX,1691799847
317,vadso,70.0744,29.7487,17.49,82,40,2.06,NO,1691799847
318,palmer,42.1584,-72.3287,22.75,67,20,2.06,US,1691799848
319,priozersk,61.0393,30.1291,17.75,92,100,1.41,RU,1691799848
320,sultanpur,26.2667,82.0667,27.94,69,100,3.1,IN,1691799848
321,bestensee,52.25,13.65,20.27,78,0,2.06,DE,1691799849
322,neryungri,56.6709,124.6491,19.05,70,100,3.76,RU,1691799849
323,lesnoy,57.6198,63.0784,8.11,79,38,2.73,RU,1691799849
324,curuzu cuatia,-29.7917,-58.0546,12.88,54,63,4.35,AR,1691799673
325,saint-pierre,-21.3393,55.4781,22.54,68,100,2.06,RE,1691799849
326,el colomo,19.05,-104.25,32.99,65,62,3.67,MX,1691799849
327,patong,7.8961,98.2966,29.45,74,26,5.26,TH,1691799850
328,sarykemer,43.0,71.5,18.71,51,0,2.15,KZ,1691799850
329,wuwei,37.9281,102.6414,23.93,40,1,1.58,CN,1691799850
330,ouani,-12.1322,44.4258,23.71,77,10,1.79,KM,1691799850
331,kingston,17.997,-76.7936,30.53,74,20,7.72,JM,1691799836
332,bac lieu,9.285,105.7244,27.75,78,3,5.16,VN,1691799850
333,northam,51.0333,-4.2167,16.48,93,62,6.67,GB,1691799851
334,waite park,45.5572,-94.2242,25.57,54,20,5.66,US,1691799851
335,voi,-3.3945,38.563,19.03,78,10,3.26,KE,1691799851
336,iskateley,67.6803,53.1512,13.82,67,6,3.39,RU,1691799698
337,polyarnyy,69.1989,33.4478,16.03,65,97,3.61,RU,1691799851
338,porto novo,6.4965,2.6036,24.9,91,56,2.33,BJ,1691799852
339,genhe,50.7833,121.5167,18.45,86,99,1.66,CN,1691799853
340,ladario,-19.0047,-57.6017,28.23,32,67,1.05,BR,1691799853
341,edd,13.9297,41.6925,32.42,56,94,3.0,ER,1691799853
342,hammerfest,70.6634,23.6821,17.25,55,33,5.66,NO,1691799650
343,abaete,-19.16,-45.4458,22.42,40,39,0.49,BR,1691799853
344,shalqar,47.8333,59.6,18.81,42,7,3.79,KZ,1691799597
345,bahia blanca,-38.7196,-62.2724,7.12,49,49,2.24,AR,1691799711
346,zolotonosha,49.6689,32.0377,16.34,88,85,4.97,UA,1691799854
347,sao sepe,-30.1606,-53.5653,14.66,88,41,2.55,BR,1691799831
348,jinxiang,27.4327,120.6062,28.21,79,28,1.81,CN,1691799854
349,dzhambeyty,50.2536,52.595,22.15,44,5,3.34,KZ,1691799560
350,hamilton,39.1834,-84.5333,29.13,63,20,4.12,US,1691799263
351,dwarka,22.2394,68.9678,27.02,82,100,9.37,IN,1691799855
352,enewetak,11.3474,162.3373,28.49,75,94,6.73,MH,1691799855
353,guerrero negro,27.9769,-114.0611,23.25,74,23,9.06,MX,1691799559
354,vernon,50.2581,-119.2691,31.63,32,78,2.17,CA,1691799855
355,qobustan,40.0824,49.412,27.21,50,0,0.63,AZ,1691799855
356,purpe,64.4803,76.6897,5.35,55,0,10.38,RU,1691799856
357,puerto deseado,-47.7503,-65.8938,3.44,64,50,12.65,AR,1691799856
358,san jacinto,33.7839,-116.9586,32.74,51,3,4.47,US,1691799856
359,moree,-29.4667,149.85,19.07,32,16,3.5,AU,1691799856
360,konarka,19.9,86.1167,27.22,78,98,4.46,IN,1691799856
361,tal'menka,53.8183,83.5677,12.99,98,100,1.6,RU,1691799856
362,taro,-8.3862,115.28,21.03,77,51,0.72,ID,1691799857
363,sao miguel do araguaia,-13.275,-50.1628,27.58,29,94,0.55,BR,1691799857
364,amahai,-3.3333,128.9167,25.54,81,70,1.26,ID,1691799857
365,yeed,4.55,43.0333,23.18,61,49,7.87,SO,1691799857
366,walvis bay,-22.9575,14.5053,14.49,88,49,2.06,NA,1691799857
367,manismata,-2.4667,111.0333,22.44,85,100,1.65,ID,1691799857
368,holualoa,19.6228,-155.9522,27.65,78,40,6.69,US,1691799858
369,arteche,12.2645,125.4048,25.91,87,100,2.9,PH,1691799858
370,beacon square,28.2086,-82.7554,32.35,75,4,0.45,US,1691799858
371,mugia,43.1041,-9.2179,19.95,89,75,2.53,ES,1691799858
372,mount gambier,-37.8333,140.7667,11.13,94,100,1.22,AU,1691799663
373,viedma,-40.8135,-62.9967,7.36,45,100,11.81,AR,1691799859
374,wenchang,30.904,118.4887,29.52,69,51,1.62,CN,1691799859
375,guapiacu,-20.795,-49.2203,26.16,41,0,7.2,BR,1691799859
376,saudarkrokur,65.7461,-19.6394,8.75,96,100,2.35,IS,1691799859
377,fortuna,40.5982,-124.1573,22.74,71,20,7.72,US,1691799859
378,vilyuysk,63.7553,121.6247,19.17,82,100,4.11,RU,1691799859
379,aljezur,37.3191,-8.8033,20.93,82,3,4.17,PT,1691799860
380,itoman,26.1247,127.6694,29.43,76,20,2.06,JP,1691799860
381,al ghayzah,16.2079,52.176,26.05,90,100,3.5,YE,1691799860
382,acapulco de juarez,16.8634,-99.8901,29.9,70,75,2.06,MX,1691799790
383,barcelos,41.5388,-8.6151,22.18,98,50,1.91,PT,1691799860
384,la'ie,21.6477,-157.9253,31.98,60,21,5.88,US,1691799708
385,tamandare,-8.7597,-35.1047,23.88,80,8,4.48,BR,1691799860
386,diebougou,10.9667,-3.25,22.63,94,34,2.1,BF,1691799861
387,valdahon,47.15,6.35,20.03,77,53,1.52,FR,1691799861
388,yayladagi,35.9025,36.0627,21.63,93,3,1.07,TR,1691799861
389,pedernales,18.0384,-71.744,29.7,68,83,4.83,DO,1691799861
390,crucecita,-28.95,-58.9833,16.08,43,69,4.35,AR,1691799861
391,mzimba,-11.9,33.6,12.01,83,1,3.66,MW,1691799861
392,sechura,-5.5569,-80.8222,22.92,70,1,7.55,PE,1691799861
393,san rafael,-34.6177,-68.3301,8.18,39,15,2.9,AR,1691799804
394,belmonte,-15.8631,-38.8828,22.6,82,24,3.44,BR,1691799862
395,nepalgunj,28.05,81.6167,26.64,87,100,2.15,NP,1691799654
396,maxixe,-23.8597,35.3472,16.92,77,11,1.5,MZ,1691799862
397,sosnovo-ozerskoye,52.5249,111.5418,14.01,82,32,2.48,RU,1691799862
398,st. john's,47.5649,-52.7093,17.76,92,40,4.63,CA,1691799833
399,nasarawa,8.5294,7.7242,23.04,94,93,1.18,NG,1691799862
400,ceeldheer,3.8488,47.1806,23.99,82,83,7.11,SO,1691799862
401,moth,25.7167,78.95,26.88,70,85,5.19,IN,1691799863
402,bandar-e genaveh,29.5791,50.517,33.68,60,0,1.29,IR,1691799863
403,maceio,-9.6658,-35.7353,23.69,88,75,4.12,BR,1691799863
404,taroudant,30.4703,-8.877,37.21,15,58,3.79,MA,1691799863
405,pionerskiy,54.9508,20.2275,12.64,75,1,2.57,RU,1691799863
406,zhumysker,49.3333,49.4,25.1,38,24,3.84,KZ,1691799864
407,jiuquan,39.7432,98.5174,25.29,29,0,0.97,CN,1691799865
408,kasongo,-4.45,26.6667,27.15,38,87,0.8,CD,1691799866
409,coyhaique,-45.5752,-72.0662,-1.63,97,18,2.02,CL,1691799835
410,zyrya,40.3661,50.2917,26.05,53,0,2.78,AZ,1691799866
411,la sierpe,2.8518,-77.6155,25.22,92,87,1.85,CO,1691799867
412,tres de maio,-27.7733,-54.24,18.99,92,33,4.61,BR,1691799867
413,howrah,22.5892,88.3103,27.0,94,75,0.0,IN,1691799868
414,san andres,12.5847,-81.7006,29.01,84,20,3.6,CO,1691799868
415,akrehamn,59.2667,5.1833,15.79,94,75,5.66,NO,1691799869
416,penzance,50.1186,-5.5371,16.38,88,41,9.65,GB,1691799610
417,coquimbo,-29.9533,-71.3436,14.85,82,0,2.06,CL,1691799870
418,daru,-9.0763,143.2092,24.94,68,100,6.37,PG,1691799871
419,insar,53.8653,44.3738,19.4,52,100,3.84,RU,1691799871
420,sandnessjoen,66.0217,12.6316,12.29,85,100,1.45,NO,1691799872
421,kavaratti,10.5669,72.642,28.0,70,100,7.5,IN,1691799872
422,touros,-5.1989,-35.4608,23.56,79,5,5.2,BR,1691799872
423,north bend,43.4065,-124.2243,27.91,60,0,10.29,US,1691799872
424,okahandja,-21.9833,16.9167,12.99,53,1,0.76,NA,1691799872
425,westport,41.1415,-73.3579,27.08,66,0,3.6,US,1691799838
426,torit,4.4133,32.5678,20.37,90,14,1.62,SS,1691799873
427,taoudenni,22.6783,-3.9836,36.0,26,13,4.05,ML,1691799873
428,neelankarai,12.9455,80.2575,27.24,83,75,1.03,IN,1691799873
429,kaoma,-14.7833,24.8,10.8,65,0,2.48,ZM,1691799873
430,cidreira,-30.1811,-50.2056,16.97,93,73,2.7,BR,1691799873
431,borgarnes,64.5383,-21.9206,12.03,92,100,4.33,IS,1691799874
432,swakopmund,-22.6833,14.5333,14.43,81,66,1.34,NA,1691799874
433,gidam,18.9833,81.4,22.67,95,98,0.69,IN,1691799874
434,tarfaya,27.9358,-12.9218,22.54,85,1,7.39,MA,1691799874
435,south venice,27.0531,-82.4243,33.02,70,0,4.12,US,1691799874
436,christchurch,-43.5333,172.6333,10.79,79,100,3.09,NZ,1691799665
437,namibe,-15.1961,12.1522,16.29,81,16,4.29,AO,1691799875
438,nolinsk,57.5596,49.9363,17.02,74,0,0.61,RU,1691799875
439,adre,13.4667,22.2,23.44,68,83,2.54,TD,1691799875
440,geidam,12.897,11.9304,28.27,63,91,2.41,NG,1691799875
441,sogndal,61.2283,7.1003,13.21,100,100,1.03,NO,1691799875
442,santa maria,-29.6842,-53.8069,17.61,88,75,2.06,BR,1691799876
443,mangrol,21.1167,70.1167,26.44,83,100,7.56,IN,1691799876
444,alegria,9.4669,125.5772,27.68,75,96,2.29,PH,1691799876
445,mournies,35.4764,24.0092,24.35,73,20,1.54,GR,1691799876
446,chanika,-5.4167,38.0167,15.74,99,25,1.36,TZ,1691799876
447,nova sintra,14.8667,-24.7167,23.55,71,77,1.42,CV,1691799876
448,badarganj,25.674,89.0549,27.22,89,100,2.29,BD,1691799877
449,calatagan,13.8833,120.65,28.08,80,72,4.1,PH,1691799877
450,kavieng,-2.5744,150.7967,28.08,74,82,5.54,PG,1691799877
451,bang saphan,11.2126,99.5117,26.41,84,71,2.25,TH,1691799877
452,santo antonio,-6.3106,-35.4789,20.99,94,31,3.02,BR,1691799877
453,mogadishu,2.0371,45.3438,24.44,84,76,6.24,SO,1691799877
454,tazacorte,28.629,-17.9293,26.54,54,0,5.66,ES,1691799878
455,vila franca do campo,37.7167,-25.4333,22.23,90,53,2.32,PT,1691799878
456,hays,30.0502,-98.0336,39.34,33,2,4.47,US,1691799878
457,chibougamau,49.9168,-74.3659,13.79,88,100,3.09,CA,1691799878
458,el golaa,33.4849,9.0068,27.24,39,0,4.17,TN,1691799879
459,nyurba,63.2842,118.3319,17.31,88,97,2.62,RU,1691799879
460,wewak,-3.5534,143.6268,28.17,74,79,2.55,PG,1691799879
461,fray luis beltran,-39.3167,-65.7667,8.83,28,21,5.74,AR,1691799879
462,north battleford,52.7834,-108.2847,20.05,52,75,5.66,CA,1691799879
463,horta,38.5333,-28.6333,23.34,86,64,1.79,PT,1691799880
464,geraldton,-28.7667,114.6,10.23,100,75,3.09,AU,1691799880
465,zaragoza,41.6561,-0.8773,27.67,44,0,3.09,ES,1691799793
466,demre,36.2537,29.9777,23.53,86,0,0.31,TR,1691799880
467,melekeok village,7.4957,134.6367,29.31,79,100,3.09,PW,1691799880
468,sanctuary point,-35.1114,150.629,17.4,44,83,3.53,AU,1691799881
469,muynoq,43.7683,59.0214,23.2,69,0,3.9,UZ,1691799881
470,kiunga,-6.1219,141.2906,23.86,81,100,2.08,PG,1691799881
471,praia da vitoria,38.7333,-27.0667,23.14,83,20,3.28,PT,1691799881
472,la ronge,55.1001,-105.2842,17.14,72,75,4.12,CA,1691799881
473,ebon,4.582,168.6964,28.26,77,100,5.08,MH,1691799881
474,khandyga,62.6667,135.6,24.02,42,1,1.1,RU,1691799881
475,piton saint-leu,-21.2196,55.3151,20.78,68,100,2.06,RE,1691799882
476,vorkuta,67.5,64.0,5.61,75,3,2.02,RU,1691799745
477,calvi,42.5,8.8333,18.35,78,0,1.54,FR,1691799882
478,kone,-21.0595,164.8658,23.24,38,4,2.43,NC,1691799882
479,kirakira,-10.4544,161.9205,25.51,82,78,7.0,SB,1691799883
480,qui nhon,13.7667,109.2333,29.29,68,100,2.16,VN,1691799884
481,santa ana,33.7456,-117.8678,31.47,68,40,5.66,US,1691799631
482,orangeburg,33.4918,-80.8557,26.16,85,0,0.45,US,1691799886
483,prineville,44.2999,-120.8345,32.39,16,0,4.63,US,1691799886
484,haimen,23.1935,116.6142,23.94,84,84,3.78,CN,1691799886
485,port-vila,-17.7338,168.3219,23.78,46,20,5.66,VU,1691799630
486,villa gesell,-37.2639,-56.973,7.25,57,21,10.39,AR,1691799887
487,mutuali,-14.8706,37.0044,15.24,85,72,1.62,MZ,1691799887
488,asau,46.4333,26.4,16.51,86,40,1.67,RO,1691799887
489,ubari,26.5921,12.7805,27.44,27,0,4.6,LY,1691799888
490,al qusayr,34.5091,36.5798,23.54,66,0,0.74,SY,1691799888
491,xuddur,4.1213,43.8894,21.07,72,99,7.29,SO,1691799888
492,tarnogskiy gorodok,60.4997,43.5761,17.64,88,10,2.32,RU,1691799888
493,sambava,-14.2667,50.1667,20.11,90,17,3.71,MG,1691799888
494,dhidhdhoo,6.8833,73.1,28.05,73,100,5.51,MV,1691799889
495,tsiombe,-25.3,45.4833,14.59,89,5,0.95,MG,1691799748
496,mil'kovo,55.6078,37.7956,21.73,84,100,2.87,RU,1691799889
497,kassala,15.451,36.4,27.23,74,74,4.34,SD,1691799889
498,sao gabriel da cachoeira,-0.1303,-67.0892,26.76,75,85,0.8,BR,1691799889
499,bongaree,-27.0797,153.1586,23.45,41,0,0.8,AU,1691799890
500,guiuan,11.0333,125.7247,27.39,79,100,3.42,PH,1691799890
501,tannum sands,-23.9504,151.3693,23.19,49,0,1.54,AU,1691799890
502,sittwe,20.15,92.9,26.24,89,98,1.17,MM,1691799890
503,malango,-2.9627,119.9001,20.32,92,96,0.29,ID,1691799890
504,poso,-1.3959,120.7524,26.96,71,98,1.42,ID,1691799892
505,verkhnevilyuysk,63.4453,120.3167,16.81,95,100,2.94,RU,1691799892
506,otjiwarongo,-20.4637,16.6477,12.75,36,1,1.84,NA,1691799892
507,terrace,54.5163,-128.6035,16.95,88,100,3.09,CA,1691799892
508,newman,37.3138,-121.0208,33.36,22,8,3.57,US,1691799892
509,fisterra,42.9049,-9.2629,19.86,91,67,3.79,ES,1691799892
510,qalat,32.1058,66.9083,24.7,18,40,3.24,AF,1691799893
511,ormara,25.2088,64.6357,26.85,85,100,6.92,PK,1691799893
512,kodinsk,58.6881,99.1844,18.09,67,100,1.76,RU,1691799893
513,mhamid,29.82,-5.72,33.82,13,0,3.38,MA,1691799893
514,divnomorskoye,44.5011,38.1353,23.65,83,66,2.42,RU,1691799893
515,kemin,42.7846,75.6892,16.21,65,3,0.61,KG,1691799893
516,atbasar,51.8,68.3333,14.36,59,78,3.87,KZ,1691799894
517,haapavesi,64.1333,25.3667,13.62,89,98,1.87,FI,1691799894
518,sala,34.0389,-6.8166,30.91,68,1,3.6,MA,1691799894
519,port douglas,-16.4833,145.4667,22.84,63,51,6.79,AU,1691799867
520,deniliquin,-35.5333,144.9667,8.33,91,100,2.05,AU,1691799894
521,chernyshevskiy,63.0128,112.4714,16.22,88,100,1.9,RU,1691799894
522,malmberget,67.1753,20.6549,10.31,93,75,2.06,SE,1691799895
523,naracoorte,-36.9579,140.7383,10.36,94,100,1.86,AU,1691799895
524,bella vista,36.4295,-94.2316,33.79,66,0,3.6,US,1691799895
525,richards bay,-28.783,32.0377,16.02,70,0,4.48,ZA,1691799895
526,tubarjal,30.4999,38.216,31.1,23,2,3.7,SA,1691799895
527,saint-joseph,-21.3667,55.6167,21.93,78,9,3.99,RE,1691799896
528,beloyarskiy,63.7119,66.6722,5.27,87,61,2.28,RU,1691799896
529,turtas,58.9417,69.1325,6.21,70,4,3.85,RU,1691799896
530,missoula,47.0166,-113.8009,26.22,26,1,5.08,US,1691799896
531,diego de almagro,-26.3667,-70.05,17.22,42,38,0.7,CL,1691799896
532,kibre mengist,5.8833,38.9833,15.52,77,80,0.72,ET,1691799897
533,gazojak,41.1875,61.4036,24.6,32,0,4.89,TM,1691799897
534,engel's,51.5,46.1167,19.58,54,34,2.86,RU,1691799897
535,wuhai,39.6647,106.8122,25.38,49,9,0.38,CN,1691799897
536,malmyzh,56.5205,50.6818,15.97,69,1,0.17,RU,1691799897
537,al artawiyah,26.5053,45.3444,32.74,24,35,3.94,SA,1691799898
538,la passe,45.5549,-0.8967,21.13,89,21,1.22,FR,1691799898
539,nabire,-3.3667,135.4833,26.73,79,90,1.67,ID,1691799898
540,klaksvik,62.2266,-6.589,11.51,99,100,2.28,FO,1691799898
541,rosetta,31.4044,30.4164,25.27,74,0,5.64,EG,1691799898
542,houghton,47.1219,-88.569,18.71,95,100,5.14,US,1691799899
543,saint-francois,46.4154,3.9054,21.69,78,0,1.03,FR,1691799899
544,villa regina,-39.1,-67.0667,8.32,20,95,1.34,AR,1691799899
545,tostado,-29.232,-61.7692,15.7,28,55,5.29,AR,1691799899
546,bandon,51.7469,-8.7425,15.77,96,99,8.52,IE,1691799899
547,nhlangano,-27.1167,31.2,8.28,85,0,1.46,SZ,1691799899
548,uturoa,-16.7333,-151.4333,24.95,68,65,7.03,PF,1691799900
549,urangan,-25.3,152.9,18.86,68,0,4.98,AU,1691799900
550,mancio lima,-7.6142,-72.8958,25.04,94,0,1.03,BR,1691799900
551,aliabad,41.4822,46.6353,25.79,65,0,4.12,AZ,1691799900
552,banyo,6.75,11.8167,18.8,98,100,0.9,CM,1691799900
553,carnarvon,-24.8667,113.6333,19.43,80,1,0.96,AU,1691799900
554,ancud,-41.8697,-73.8203,5.9,73,98,0.84,CL,1691799901
555,metlili chaamba,32.2667,3.6333,33.52,14,40,2.06,DZ,1691799901
556,mana,5.6592,-53.7767,25.99,85,89,3.3,GF,1691799685
557,hinton,53.4001,-117.5857,19.49,45,92,2.28,CA,1691799901
558,pont rouge,48.8833,-72.0825,16.16,91,100,3.02,CA,1691799901
559,bratsk,56.1325,101.6142,17.27,76,56,1.65,RU,1691799706
560,kertih,4.5141,103.4483,26.01,94,40,1.54,MY,1691799902
561,anatuya,-28.4606,-62.8347,16.4,28,70,4.53,AR,1691799903
562,irymple,-34.25,142.1667,12.27,84,100,0.54,AU,1691799903
563,ourinhos,-22.9789,-49.8706,23.39,44,0,1.4,BR,1691799903
564,pacific grove,36.6177,-121.9166,23.14,78,20,4.63,US,1691799904
565,nouadhibou,20.931,-17.0347,24.99,88,20,4.12,MR,1691799904
566,santa rosa,14.3122,121.1114,30.61,81,92,2.49,PH,1691799904
567,kabalo,-6.05,26.9167,24.91,39,10,2.06,CD,1691799914
568,tromso,69.6496,18.957,15.01,63,70,2.06,NO,1691799915
569,dingli,35.8614,14.3822,23.09,78,0,1.54,MT,1691799915
570,guatrache,-37.6678,-63.5302,8.38,25,33,6.15,AR,1691799915
571,yaguate,18.3353,-70.1811,27.09,84,31,2.57,DO,1691799916
572,angaur state,6.906,134.13,28.34,79,97,6.94,PW,1691799916
573,sept-iles,50.2001,-66.3821,13.36,98,100,2.06,CA,1691799912
574,carauari,-4.8828,-66.8958,24.18,90,90,0.85,BR,1691799866
575,niafunke,15.9322,-3.9906,31.86,48,93,6.26,ML,1691799916
576,jamaame,0.0697,42.745,23.74,85,63,5.11,SO,1691799917
577,tseri,35.075,33.3208,24.99,83,20,2.57,CY,1691799917
578,kill devil hills,36.0307,-75.676,28.88,75,0,3.09,US,1691799917
579,al khafji,28.4391,48.4913,32.58,64,36,3.21,SA,1691799917
580,harnai,30.1005,67.9374,29.06,51,0,0.8,PK,1691799918
581,constitucion,-35.3333,-72.4167,9.5,64,54,5.57,CL,1691799918
582,mlimba,-8.8,35.8167,18.91,56,1,1.01,TZ,1691799919
583,dom pedrito,-30.9828,-54.6731,12.34,68,65,2.93,BR,1691799919
584,paranhos,-23.8928,-55.4311,26.93,43,68,1.97,BR,1691799919
585,berezovo,63.9381,65.0419,6.32,79,86,3.03,RU,1691799919
586,basco,20.4487,121.9702,28.02,86,100,8.88,PH,1691799920
587,kidal,18.4411,1.4078,29.38,53,92,5.34,ML,1691799756
588,horsham,51.064,-0.3272,17.36,85,0,2.57,GB,1691799920
589,grass valley,39.2191,-121.0611,30.13,41,0,3.09,US,1691799772
